SMILES,nearest_training_tanimoto
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)NC(c1cccc(F)n1)c1ccc(F)cc1F,0.6286
N#Cc1cccc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4F)CC3)n2)c1,0.7297
CCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,0.8361
Cn1c(CC(=O)NC(=O)c2ccc(F)c(F)c2F)nc(N2CCOCC2)cc1=O,0.6364
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(Cl)c3)cn2CC2CCC(C(F)(F)F)CC2)CC1,0.7215
Cc1cc(-c2cn(CC3CN(C)C3)c(C3CCN(c4ncnc(N)c4C)CC3)n2)ccc1F,0.8406
O=C(NCCc1nc(N2CCCC2)cc(=O)[nH]1)Nc1ccc(F)c(F)c1F,0.6094
O=C(NCCc1ccc(Cl)cc1)N1CCN(c2ncnc3ccccc23)CC1,0.6333
Cn1c(CC(=O)N2CCc3cc(F)c(F)cc32)nc(N2CCOCC2)cc1=O,1
O=C(Cc1nc(N2CCOCC2)cc(=O)n1-c1ccc(F)cc1)Nc1ccc(F)c(C2CCC(F)(F)CC2)c1,0.6757
CCOc1cc2c(nc(-c3nonc3N)n2CC)c(C#CC(C)(C)O)n1,0.8644
CNC(=O)c1cc(C)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,0.8136
CNC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(F)c3)cn2CCN2CCC2)CC1,0.7532
NC(=O)c1cccc2c(NC(CN3CCC3C(N)=O)c3ccc(F)c(Cl)c3)ncnc12,0.6761
N#CCC(Cc1cc(F)cc(F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,0.7143
Cn1ncc(C(=O)NC2CNCCC2c2ccc(F)cc2)c1-c1ccccc1F,0.6087
O=C(NC(c1cccc(Cl)c1)C1CCNCC1)c1ccc(Cl)nc1,0.6833
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nccc21,0.7
Cc1nn(C)c2cnc(-c3cncc(OCC(N)Cc4cc(F)ccc4F)c3)cc12,0.6056
NC1CCC(NC(=O)c2cc(Br)c(-c3ccnc4[nH]ccc34)s2)CC1,0.6087
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(F)c(Cl)c4)c3)cc12,1
Cn1ncc(Br)c1-c1cc(C(=O)NC(CN)Cc2cc(F)cc(F)c2)sc1F,0.6
O=C(NC(c1ccc(F)cc1)C1CCNCC1)c1ccc(Cl)c(F)c1,0.6667
CC1SCc2ncnc(N3CCN(C(=O)C(N)Cc4ccc(F)cc4)CC3)c21,0.8333
NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(C(F)(F)F)nc3-4)cc2)CC1,0.6557
O=C(Cc1nc(N2CCOCC2)cc(=O)n1-c1ccccc1)N1CCc2c(Br)cccc21,0.7742
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(OC(F)F)c(Cl)c3)cn2CC(F)F)CC1,0.6988
Cn1cc(-c2ccc(C(=O)NC3CNCCC3c3cc(F)cc(F)c3)cn2)cn1,0.6056
NCC(Cc1cccc(F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,1
Cn1nc(-c2ccc(C(=O)NC3CNCCC3c3cccc(F)c3)c(F)c2)cc1Cl,0.6111
O=C(NC(c1cccnc1)C1CCNCC1)c1cc(Cl)cc(Cl)c1,0.623
Cc1cc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2cc1C(N)=O,0.7241
N=c1[nH]cc(Br)c2cc(-c3cncc(OCC(N)Cc4cccc(Cl)c4)c3)ccc12,0.6286
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(S(C)(=O)=O)cc3)cn2CC2CNC2)CC1,0.72
NC(Cc1ccc(Cl)cc1Cl)C(=O)N1CCN(c2ncnc3cc(Cl)ccc23)CC1,0.6774
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3cncc(F)c3)cn2CCN2CCCC2)CC1,0.8028
CN=c1ncc(-c2cncc(OCC(N)Cc3ccc(F)cc3F)c2)c[nH]1,0.6119
O=C(N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)C1(c2ccc(F)c(F)c2)CC1,0.7302
Cn1nccc1-c1cc(F)c(C(=O)NC2CNCCC2c2ccc(F)c(F)c2)cc1Cl,0.8571
Cc1n[nH]c2cnc(-c3cncc(OCC(N)Cc4ccccc4Br)c3)cc12,0.7869
NC(=O)c1cnc(N2CCC(c3nc(-c4ccc(F)c(Cl)c4)cn3CCN3CCCC3)CC2)nc1C1CC1,0.6667
CC1(C)C(=O)Nc2ccc(-c3cncc(OCC(N)Cc4ccc(F)c(Cl)c4)c3)cc21,0.6479
Cn1c(CC(=O)N2Cc3ccc(F)cc3C2=O)nc(N2CCOCC2)cc1=O,0.6232
O=C(c1ccc(C(F)(F)F)cn1)N1CCN(c2ncnc3ccccc23)CC1,0.6066
Cc1ccc(C(=O)NC(c2ccc(Cl)c(Cl)c2)C2CCNC2)c(C)n1,0.6154
Cc1ccc2c(N3CCN(C(=O)C(N)Cc4ccc(F)cc4)CC3)ncnc2c1,0.7667
NC1(C(=O)NCc2ccccc2)CCN(c2ncnc3[nH]ccc23)CC1,0.8333
O=C(Cc1nc(N2CCOCC2)cc(=O)n1-c1ccc(F)c(Cl)c1)N1CCc2c(Cl)cccc21,0.7101
Cn1c(CC(=O)Nc2cc(F)c(Br)cc2F)nc(N2CCOCC2)cc1=O,0.7541
CC1CCc2ncnc(N3CCC(N)(C(=O)NC(CCO)c4ccc(Cl)cc4)CC3)c21,0.662
CNCC(Nc1ncnc2c(C(N)=O)ccnc12)c1ccc(F)c(C(F)(F)F)c1,1
O=CC(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,0.7656
Cn1c(CC(=O)NC(=O)c2cc(F)c(Br)cc2F)nc(N2CCOCC2)cc1=O,0.6875
N#Cc1ccc(-c2cn(CCNCC3CC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)cc1F,0.8289
NC(=O)c1ccc(-c2cn(CCN3CCC3)c(C3CCN(c4cc(N)ncn4)CC3)n2)c(F)c1,0.6575
Cn1ncc(C(=O)NC2CNCCC2c2cccc(F)c2)c1-c1cccc(F)c1,0.7015
O=C(O)CCC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1cccc(F)c1,0.7246
NC(=O)C(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,1
CNC(=O)c1cc(C)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,0.8065
Cn1cc(-c2cc(=O)n(C)cc2-c2ccc(C(=O)NC3CNCCC3c3cccc(F)c3)cc2)cn1,0.6316
Nc1ncnc(N2CCC(c3nc(-c4cc(F)c(F)cc4F)cn3CCN3CCC3)CC2)c1Cl,0.7612
O=C(NC(c1cccc(Cl)c1)C1CCNC1)c1ccnnc1,0.6349
Cc1ncc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C)CC3)n2)cc1F,0.7027
N#Cc1c(N)ncnc1N1CCC(c2nc(C3CCCCC3)cn2CCN2CCCC2)CC1,0.9643
CNC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cnc(F)c(F)c3)cn2CCN2CCC2)CC1,0.6585
CNC(=O)CC(N)C(=O)N1CCN(c2ncnc3ccccc23)CC1,0.6724
O=C(NC(c1cccc(Cl)c1)C1CCNCC1)c1ccnnc1Cl,0.619
O=C(NC(c1ccc(Cl)c(F)c1)C1CCNC1)c1ccc(F)c(Br)c1,0.6061
CC(CS)CC(N)C(=O)N1CCN(c2ncnc3ccccc23)CC1,0.661
Cn1ccc(-c2ccc(C(=O)NC3CNCCC3c3ccc(F)c(F)c3)c(F)c2)n1,0.7344
NC1(C(=O)NC(CCN2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3c2CCC3)CC1,0.7324
O=C(Cc1nc(N2CCOCC2)cc(=O)n1-c1ccccc1)c1ccc(F)cc1,0.6094
COc1ncc(-c2cc3c(C)nc(N)nc3n(C3CCC(OCC(C)(C)N)CC3)c2=O)cc1F,0.8143
Cn1ncc(Br)c1-c1nnc(-c2cc(NC(=O)Cc3nc(N4CCOCC4)cc(=O)[nH]3)ccc2F)o1,0.6757
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)NC1CCOc2ccc(Cl)cc21,0.6029
Cc1nc2cc(-c3cncc(OCC(N)Cc4c(F)cccc4F)c3)ccc2[nH]1,0.6984
NC(Cc1ccc(F)cc1)C(=O)N1CCN(c2ncnc3ccc(O)cc23)CC1,0.6935
COc1ccc(CC(N)COc2cncc(-c3cnc4c(c3)CC(=O)N4)c2)cn1,0.6111
NC(=O)CC(NC(=O)C1(N)CCN(c2ncnc3c2CCC3)CC1)c1ccc(Cl)cc1,0.6866
CSCCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,0.8154
O=C(NC1CNCCC1c1cccc(F)c1)c1cc(F)cc(Cl)c1,0.6061
Cn1c(CC(=O)NC2CC(=O)N(c3cccc(F)c3F)C2)nc(N2CCOCC2)cc1=O,0.6133
Cc1c(-c2cccc(C(=O)NC3CNCCC3c3cccc(F)c3)n2)cnn1C,0.6133
Cc1cc(-c2cn(CC3CNC3)c(C3CCN(c4cc(N)ncn4)CC3)n2)ccc1F,0.726
NC(=O)C(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1F,0.6923
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)nc3)cn2CCN2CCC2)CC1,0.7808
O=C(NC(c1ccc(F)c(Cl)c1)C1CCNC1)c1cccnc1,0.6212
CCNC(=O)C1(N)CCN(c2ncnc3[nH]cc(Cl)c23)CC1,0.6557
Cn1nc(-c2cc(C(=O)NC3CNCCC3c3ccc(F)c(F)c3)ccc2F)c2c(F)cccc21,0.6081
Cn1cncc1-c1csc(C(=O)NC2CNCCC2c2cccc(F)c2)c1,0.6986
Nc1ncnc(N2CCN(C(=O)C(N)Cc3ccc(F)cc3F)CC2)c1Cl,0.661
Cc1nc(N)nc2c1cc(-c1cc(F)cc(F)c1Cl)c(=O)n2C1CCC(OCC(N)=O)CC1,0.6667
COc1nc(CC(=O)N2c3cccc(F)c3CC2C)nc(N2CCOCC2)c1F,0.6714
Cc1nc(C(=O)NC2CNCCC2c2cccc(F)c2)oc1-c1c(Br)cnn1C,0.6711
Cc1n[nH]c2ncc(-c3cc(OCC(N)Cc4ccccc4)cnc3-c3cnc(S(C)(=O)=O)nc3)cc12,0.6338
Cc1cc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)n2-c2ccc(F)cc2)ccc1F,0.6232
NC(Cc1ccc(Cl)cc1Cl)C(=O)N1CCN(c2ncnc3cccc(F)c23)CC1,0.6176
Nc1cc(N2CCC(c3nc(-c4ccc(F)c(F)c4)cn3CCCS)CC2)ncn1,0.7812
Cn1c(CC(=O)Nc2cc(F)c(F)cc2F)nc(N2CCOCC2)cc1=O,0.6885
O=C(Cc1ccncc1F)NC(c1ccc(Cl)c(Cl)c1)C1CCNC1,0.6269
COc1ccccc1CC(N)COc1cncc(-c2ccc3c(c2)CC(=O)N3)c1,0.7353
O=C(NC(c1cccc(F)c1)C1CCNCC1)c1ccc2cnccc2c1,0.7966
Cn1nc(-c2ccc(C(=O)NC3CNCCC3c3ccccc3)c(F)c2)cc1F,0.6087
O=C(Cc1cccnc1)NC(c1ccc(Cl)c(F)c1)C1CCNCC1,0.6269
Cn1nc(CC(=O)Nc2ccc(F)c(C3CC3)c2)n(C)c1=O,0.6094
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cccnc4)c3)cc12,0.7705
NC(=O)c1cc(-c2cncc(OCC(N)Cc3c[nH]c4ccccc34)c2)ccc1Cl,0.6812
CC(=O)c1ccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)n2C)cc1,0.7049
Cn1c(CC(=O)Nc2cncc(Br)c2)nc(N2CCOCC2)cc1=O,0.6825
Cc1ccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)cc1-c1cnn(C)n1,0.6471
Cc1cc(CN2CCN(CC(Nc3ncnc4c(C(N)=O)ccnc34)c3ccccc3)CC2)no1,0.6027
O=C(NCc1ccc(Cl)cc1Cl)C1(F)CCN(c2ncnc3[nH]ccc23)CC1,0.6308
Cc1n[nH]c2cnc(-c3cncc(OCC(N)Cc4cccc(C(F)(F)F)n4)c3)cc12,0.7246
CNC(=O)c1cccnc1N1CCC(c2nc(-c3ccnc(C(F)(F)F)c3)cn2CCN2CCCC2)CC1,0.631
Cn1ncc(Br)c1-c1cc(C(=O)NC2CNCCC2c2ccccc2)sc1Cl,0.6267
Cn1ccnc1-c1cc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)ccc1F,0.7121
CC1Cc2c(ccc(F)c2F)N1C(=O)Cc1nc(N2CCOCC2)cc(=O)n1C1CC1,0.803
Cc1n[nH]c2cnc(-c3cncc(OCC(N)Cc4ccc(Br)cc4Br)c3)cc12,0.7869
Cn1c(CC(=O)Nc2cccc(C(N)=O)c2)nc(N2CCOCC2)cc1=O,0.6615
Cc1nc(Cl)c(F)cc1C(=O)NC1CNCCC1c1ccc(F)c(F)c1,0.6087
O=C(NC(c1ccc(Cl)c(Cl)c1)C1CNC1)c1ccc(F)cc1,0.6429
CNC(C)COc1cncc(-c2cc3c(C)n[nH]c3cn2)c1,0.6271
O=C(NC(c1ccc(F)c(F)c1)C1CCNC1)c1ccc(Cl)c(F)c1,0.6349
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4c(F)cccc4F)c3)cc12,1
CC1CCCCC1NC(=O)c1cc(-c2c(Cl)cnn2C)c(Cl)o1,0.6308
Nc1ncnc(N2CCC(c3nc(-c4cc(F)c(F)c(F)c4)cn3CCN3CCC3)CC2)c1Br,0.8154
Cc1ccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)n2C)cc1S(=O)(=O)N1CCOCC1,0.6567
NC(Cc1ccc(Br)cc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,1
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(C(F)(F)F)c(F)c3)cn2CC(N)=O)CC1,0.7143
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(-n2cncn2)cc1F,0.6301
Cc1nc(C(=O)NC2CNCCC2c2cccc(F)c2)c(C)c(-c2c(Br)cnn2C)n1,0.6711
Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CC(=O)N3CCOCC3)CC2)c1F,0.7051
N#Cc1ccc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncnc(N)c4C(F)(F)F)CC3)n2)cc1,0.7083
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)NC(c1ccc(F)c(F)c1)c1cncs1,0.6143
COc1nc(CC(=O)N2c3ccc(F)cc3CC2C)nc(N2CCOCC2)c1F,0.6714
NC(COc1cncc(-c2ccc3c(c2)C(F)(F)C(=O)N3)c1)Cc1cccc(F)c1,0.662
Nc1ncnc(N2CCC(c3nc(-c4cc(F)c(F)c(F)c4)cn3CCN3CCC3)CC2)c1OCC(F)(F)F,0.7703
Cc1nc2ccc(-c3cncc(OCC(N)Cc4ccc(Cl)c(F)c4)c3)cc2cc1C(N)=O,0.6216
N#Cc1cc(Cl)cc(-c2cn(CCN3CCC3)c(C3CCN(c4cc(N)ncn4)CC3)n2)c1,0.6528
NC1(C(=O)NC(Cc2ccccc2)C(=O)NCc2ccc(Cl)c(Cl)c2)CCN(c2ncnc3[nH]ccc23)CC1,0.6494
Nc1cc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCC3)C(F)C2)ncn1,0.7917
Cc1n[nH]c2cnc(-c3cncc(OCC(N)Cc4ccc(C(F)(F)F)c(F)c4)c3)cc12,0.803
NC(Cc1ccc(F)cc1)C(=O)N1CCN(c2ncnc3ccc(C(F)(F)F)cc23)CC1,0.75
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCN(c2ccc(F)cn2)CC1c1ccc(F)cc1,0.6133
NC(=O)c1cccc(-c2cn(CCN3CCCC3)c(C3CCN(c4ncncc4Cl)CC3)n2)c1,0.6753
O=C(Cc1nc(N2CCOCC2)cc(=O)n1-c1ccccc1)N1CCN(c2ccccc2F)CC1,0.6615
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(F)c3)cn2CCN2CCC2)CC1,0.8714
Cn1cc(Cl)cc(C(=O)NC2CNCCC2c2ccc(F)c(F)c2)c1=O,0.6232
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)NC(CO)c1cccc(Cl)c1,0.6984
CC1(C(=O)NC(c2ccc(F)cc2)C2CC2)CCN(c2ncnc3[nH]ccc23)C1,0.6429
Cc1nc(NC(CN2CCC2)c2cc(F)c(F)c(Cl)c2)c2cccc(C(N)=O)c2n1,0.6438
Cn1ncc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)n2C)c1-c1c(Cl)cccc1Cl,0.6027
Cc1ccc(C(=O)NC(c2cccc(Cl)c2)C2CCNCC2)cc1F,0.6349
N#CCC(NC(=O)C1(N)CCN(c2ncnc3c2C2(CCO3)CC2)CC1)c1ccc(Cl)cc1,0.6622
Cc1cc(C)nc(CCNC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)n1,0.6066
Cc1c(C#N)cn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1C,0.7018
O=C(NC1CNCCC1c1cccc(F)c1)c1ccc(-c2ccnnc2)cc1,0.6471
O=C(NCCc1nc(N2CCOCC2)cc(=O)[nH]1)c1cc(F)cc(F)c1,0.6271
NC(CC(=O)N1CCN(c2ncnc3ccccc23)CC1)Cc1cc(F)c(F)cc1F,0.6154
Cn1ncc(Cl)c1-c1cc(C(=O)NC(CO)Cc2cccc(F)c2)oc1Cl,0.8548
CNC(=O)Cn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2Cl)CC1,0.7179
O=C(NCC1CCN(C2CCCC2)CC1)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,0.6081
CCc1nc2cc(NC(=O)Cc3nc(N4CCOCC4)cc(=O)n3C)ccc2n1C,0.6667
COc1ccccc1CC(N)COc1cncc(-c2ccc3[nH]nc(N)c3c2)c1,0.746
O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCNC1)c1ccncc1F,0.6825
CC(CCc1ccccc1)NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)C1,0.6143
NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccc(Cl)cc3-4)cc2)CC1,0.7069
O=C(Cc1ccc(F)cc1)N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1,0.6897
Cn1cc(-c2cnc(C(=O)NC3CNCCC3c3cccc(F)c3)cc2F)cn1,0.6528
O=C(NCC(Cc1ccc(F)cc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1,0.625
O=C(Cc1nc(N2CCOCC2)cc(=O)n1-c1ncccn1)Nc1ccc(F)c(C2CC2)c1,0.75
Nc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cccc(Cl)c4)c3)nc12,0.6567
CNC(=O)C(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1F,0.6438
O=C(NC1CNCCC1c1ccc(F)c(F)c1)c1cc(Cl)cc(Cl)c1,0.629
NC1(C(=O)NCc2c(F)cccc2Cl)CCN(c2ncnc3[nH]ccc23)CC1,0.6984
Nc1ncnc(N2CCC(c3nc(-c4cccc(Cl)c4)cn3CCN3CCC3)CC2)c1F,0.7971
Cc1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,0.76
O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCNCC1)c1cncc(Cl)c1,0.678
CC(=O)N1CCN(c2ncnc3ccccc23)CC1,0.6154
O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCNCC1)c1ccc(F)c(F)c1,0.6949
NC1(c2ccc(-c3nc4cnc(-c5cccc(F)c5)cn4c3-c3ccccc3)cc2)CCC1,0.6724
CC(C)C(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)C(=O)Nc1cccc(F)c1,0.6429
Cc1nc(CC(N)COc2cncc(-c3ccc4c(c3)CC(=O)N4)c2)cs1,0.6081
Cc1c[nH]c2ncnc(N3CCN(C(C)C(=O)NCc4ccc(F)cc4)CC3)c12,0.6364
O=C(NC(c1ccc(Cl)c(F)c1)C1CCNCC1)c1cnnc(Cl)c1,0.6562
NC(Cc1ccc(Cl)c(Cl)c1)C(=O)N1CCN(c2ncnc3ccc(Cl)cc23)CC1,0.8103
Cn1ccc(-c2ccc(C(=O)NC3CNCCC3c3cccc(F)c3)cc2F)n1,0.6056
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(F)c3)cn2CF)CC1,0.7324
CC(C)(C)NC(=O)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2cc(N)ncn2)CC1,0.7143
NC1(C(=O)NC(Cc2ccc(Br)cc2)c2nccs2)CCN(c2ncnc3[nH]ccc23)CC1,0.6667
O=C(Cc1nc(N2CCOCC2)cc(=O)n1-c1ccccc1)NC1CCc2ccccc21,0.6176
O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCNC1)c1ccc(Cl)c(Cl)c1,0.7455
O=C(Nc1cn2nc(-c3cnc(Cl)c(NS(=O)(=O)C4CCC4)c3)ccc2n1)c1ccc(F)cn1,0.6104
CNCCNC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,0.6562
Cn1c(CC(=O)N2CC(C)(C)c3c(Cl)cccc32)nc(N2CCCC2)cc1=O,0.85
Cn1c(CC(=O)Nc2ccc(F)c(-c3cocn3)c2)nc(N2CCOCC2)cc1=O,0.7059
O=C(NCC1CCOCC1)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,0.6056
Cc1cc(-c2cn(CCCC(N)=O)c(C3CCN(c4ncnc(N)c4Br)CC3)n2)ccc1F,0.7671
O=C(Cc1nc(N2CCOCC2)cc(=O)n1C1CC1)N1CCc2c(Oc3ccccc3)cccc21,0.7429
O=C(Cc1ccc(F)cc1)NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,0.6515
NC1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCN(c2ncnc3[nH]ccc23)CC1,0.7213
Nc1ncnc(N2CCC(c3nc(-c4cncc(F)c4)cn3CC(N)c3ccc(F)cc3)CC2)c1Cl,0.6053
NC1(C(=O)Nc2ccc(F)cc2O)CCN(c2ncnc3[nH]ccc23)CC1,0.6406
NC1(C(=O)NC(CO)c2cc(F)c(F)cc2Cl)CCN(c2ncnc3[nH]ccc23)CC1,0.7164
O=C(NC(c1ccc(Cl)c(F)c1)C1CCNCC1)c1ccc(N2CCCC2)nc1,0.6232
Cn1c(CC(=O)N2CCc3ccccc3C2)nc(N2CCOCC2)cc1=O,0.7288
O=C(Cc1nc(N2CCOCC2)c(F)c(OCC2CC2)c1F)N1CCc2c(F)cccc21,0.6056
NC(=O)NCCCCC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccc(F)cc1,0.6849
N#Cc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncc(F)cn4)CC3)n2)ccc1F,0.6053
Cc1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1C#N,0.7091
CC(NC(=O)C1(N)CCN(c2ncnc3ccc(F)cc23)CC1)c1ccc(F)cc1,0.7377
Cn1ncc(Br)c1-c1sc(C(=O)NC2CNCCC2c2ccccc2)cc1Cl,0.6267
CC(=O)Nc1ccc2ncnc(N3CCN(C(=O)C(N)Cc4cc(F)c(F)cc4F)CC3)c2c1,0.6286
CN1CCN(CC(Nc2ncnc3c(C(N)=O)cccc23)c2ccc(F)cc2)CC1,0.8448
NC1(C(=O)Nc2ccc(Cl)nc2)CCN(c2ncnc3[nH]ccc23)CC1,0.629
Cn1nc(-c2ccc(C(=O)NC3CNCCC3c3ccc(F)cc3)s2)cc1C1CC1,0.6056
O=C(Cc1nc(N2CCOCC2)cc(=O)n1C1CCCCC1)Nc1ccc(F)c(F)c1F,0.6029
O=C(Cc1nc(N2CCOCC2)cc(=O)n1C1CC1)N1CCc2ccccc21,0.75
Cn1c(Br)cnc1C(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,0.6957
Nc1cc(N2CCC(c3nc(-c4ccc(F)cc4F)cn3CCN3CCC3)CC2)ncn1,0.7164
NC(COc1cncc(-c2ccc3c(c2)CCC3NC(=O)C2(F)CC2)c1)Cc1c[nH]c2ccccc12,0.6024
NC(=O)c1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4F)CC3)n2)ccc1F,0.8356
NC(Cc1ccc(Cl)c(F)c1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,0.8448
Cc1nc(-c2c(Cl)cnn2C)nn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,0.625
Cc1c[nH]c2ncnc(N3CCC(CNC(=O)c4cccc(F)c4)C3)c12,0.6528
O=C(Cc1nc(N2CCOCC2)cc(=O)n1Cc1ccc(F)cc1)N1CCc2c(Cl)cccc21,0.7206
Cc1cc(-c2cn(CCNC(C)(C)C)c(C3CCN(c4ncnc(N)c4C)CC3)n2)ccc1F,0.7692
Cn1ncc(Br)c1-c1nnc(C(=O)NC2CNCCC2c2cccc(F)c2)o1,0.6892
NC(COc1cncc(-c2ccc3c(c2)CC(=O)N3)c1)Cc1cccc(F)c1F,0.6957
O=C(NC(c1ccc(Cl)c(F)c1)C1CCNCC1)c1cc(Cl)cc(Cl)c1,0.6667
NC1(C(=O)NC(=O)c2cc(Cl)cc(Cl)c2)CCN(c2ncnc3[nH]ccc23)CC1,0.6557
O=C(Cc1nc(N2CCOCC2)cc(=O)n1-c1cccc(Cl)c1)N1CCc2c(Cl)cccc21,0.7538
NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncc(F)cn2)CC1,0.6271
O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCNC1)c1cccnc1Cl,0.6
O=C(NC(c1ccc(Cl)c(F)c1)C1CCNCC1)c1cc(F)cc(F)c1,0.6667
Nc1ncnc(N2CCC(c3nc(-c4ccc(O)c(Cl)c4F)cn3CCN3CCC3)CC2)c1Cl,0.7
CCNC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(Cl)c3)cn2CCN2CCCC2)CC1,0.8182
Cn1c(CC(=O)N2CCN(C(=O)c3ccc(F)c(Br)c3)CC2)nc(N2CCOCC2)cc1=O,0.6567
NC(COc1cncc(-c2cc3cn[nH]c3cn2)c1)Cc1ccc(Cl)cc1,0.6875
COc1nc(CC(=O)N2c3ccc(F)c(F)c3CC2C)nc(N2CCOCC2)c1F,0.6667
CC(Cc1cc(F)ccc1F)NC(=O)Cc1nc(N2CCOCC2)cc(=O)n1C,0.6
Cn1ncc(Cl)c1-c1nc2ccc(C(=O)NC3CNCCC3c3cccc(F)c3)nc2n1C,0.6711
